juntar(9436, 3089);
juntar(4879, 4097);
juntar(2028, 5719);
juntar(2709, 5859);
juntar(364, 8749);
juntar(7840, 2227);
juntar(9935, 8534);
juntar(1637, 147);
juntar(4000, 4856);
juntar(5572, 5217);
juntar(3997, 6694);
juntar(9748, 3529);
juntar(4773, 3508);
juntar(2102, 1188);
juntar(5118, 2269);
juntar(5176, 9970);
juntar(4710, 2628);
juntar(6761, 2106);
juntar(6244, 6672);
juntar(9233, 3224);
juntar(3339, 285);
juntar(9900, 113);
juntar(600, 323);
juntar(1345, 9177);
juntar(2119, 5501);
juntar(6381, 2173);
juntar(8687, 9191);
juntar(6999, 8165);
juntar(1934, 9174);
juntar(464, 4488);
juntar(5784, 2791);
juntar(8604, 4965);
juntar(1669, 5917);
juntar(8227, 615);
juntar(4220, 704);
juntar(1628, 6656);
juntar(8372, 149);
juntar(6148, 9742);
juntar(7176, 7190);
juntar(911, 1045);
juntar(2004, 2253);
juntar(6991, 4065);
juntar(3263, 5969);
juntar(4529, 854);
juntar(293, 3114);
juntar(6616, 6708);
juntar(3654, 9731);
juntar(5090, 1358);
juntar(1700, 7876);
juntar(7862, 4130);
juntar(6004, 1454);
juntar(846, 1681);
juntar(6990, 2212);
juntar(112, 9476);
juntar(1937, 7098);
juntar(1515, 2427);
juntar(2440, 6954);
juntar(5704, 5799);
juntar(7342, 1740);
juntar(6173, 4865);
juntar(174, 9385);
juntar(6789, 619);
juntar(7247, 3732);
juntar(3122, 9338);
juntar(3631, 2024);
juntar(8797, 5743);
juntar(9521, 3937);
juntar(4103, 3114);
juntar(8695, 2209);
juntar(9118, 8811);
juntar(4168, 9628);
juntar(7737, 357);
juntar(3466, 8324);
juntar(2153, 5496);
juntar(7464, 5110);
juntar(9588, 9424);
juntar(2203, 963);
juntar(4357, 3820);
juntar(2702, 3638);
juntar(8720, 5179);
juntar(1434, 9874);
juntar(5401, 4516);
juntar(1798, 7708);
juntar(3127, 6518);
juntar(8749, 9980);
juntar(4102, 3891);
juntar(4515, 7279);
juntar(8939, 1807);
juntar(7273, 2323);
juntar(240, 8133);
juntar(4573, 8006);
juntar(763, 7418);
juntar(1343, 8234);
juntar(5899, 505);
juntar(4382, 4052);
juntar(3057, 7069);
juntar(1374, 7549);
juntar(2468, 5377);
juntar(2684, 2547);
juntar(4914, 2153);
juntar(8450, 4203);
juntar(1930, 5528);
juntar(1829, 9267);
juntar(3142, 5764);
juntar(1620, 5014);
juntar(3575, 1688);
juntar(3979, 7601);
juntar(1014, 5597);
juntar(3429, 9977);
juntar(9769, 5734);
juntar(7964, 5377);
juntar(2593, 3441);
juntar(1678, 4889);
juntar(6910, 1514);
juntar(1070, 6624);
juntar(4979, 1437);
juntar(7924, 9631);
juntar(207, 9720);
juntar(2511, 7821);
juntar(3398, 7813);
juntar(5736, 7920);
juntar(3416, 5782);
juntar(7834, 732);
juntar(6490, 7281);
juntar(4197, 6853);
juntar(7153, 2196);
juntar(6034, 6370);
juntar(1696, 3802);
juntar(4683, 7067);
juntar(1940, 9265);
juntar(3612, 7177);
juntar(3104, 5895);
juntar(1404, 6830);
juntar(4595, 666);
juntar(2359, 6986);
juntar(6673, 7217);
juntar(8734, 5889);
juntar(9108, 2819);
juntar(102, 832);
juntar(174, 7569);
juntar(821, 7391);
juntar(5640, 9480);
juntar(6188, 9187);
juntar(7771, 2065);
juntar(1501, 8697);
juntar(3770, 5512);
juntar(5948, 3686);
juntar(1597, 8622);
juntar(5011, 4412);
juntar(8623, 6284);
juntar(913, 3918);
juntar(5220, 6495);
juntar(514, 7455);
juntar(1023, 1632);
juntar(4026, 7346);
juntar(6382, 1036);
juntar(5942, 6473);
juntar(5283, 5839);
juntar(1623, 6934);
juntar(8889, 2377);
juntar(9175, 446);
juntar(793, 7575);
juntar(6422, 3545);
juntar(6036, 8229);
juntar(7042, 3776);
juntar(6009, 6232);
juntar(8302, 2686);
juntar(458, 3506);
juntar(5175, 7696);
juntar(5999, 3623);
juntar(2105, 7661);
juntar(7771, 1947);
juntar(4207, 6320);
juntar(7164, 2463);
juntar(4234, 3717);
juntar(3911, 7450);
juntar(337, 8147);
juntar(5277, 5599);
juntar(2302, 238);
juntar(8530, 5305);
juntar(750, 6338);
juntar(5467, 2422);
juntar(4588, 567);
juntar(9348, 6022);
juntar(6921, 3600);
juntar(5281, 1408);
juntar(8559, 1524);
juntar(4836, 6952);
juntar(1297, 9981);
juntar(4458, 241);
juntar(212, 7186);
juntar(5117, 9391);
juntar(5365, 4407);
juntar(7552, 7455);
juntar(8504, 4009);
juntar(3461, 1370);
juntar(9628, 3274);
juntar(8025, 2038);
juntar(1612, 6850);
juntar(3269, 8818);
juntar(8472, 1924);
juntar(4958, 9956);
juntar(4302, 7973);
juntar(7914, 303);
juntar(5462, 7317);
juntar(6001, 9033);
juntar(8136, 3591);
juntar(3331, 3033);
juntar(7045, 2722);
juntar(2701, 6124);
juntar(8808, 5041);
juntar(5745, 328);
juntar(5191, 7752);
juntar(6839, 3055);
juntar(7341, 4131);
juntar(9399, 3242);
juntar(1967, 9555);
juntar(8903, 238);
juntar(4413, 4753);
juntar(1683, 1548);
juntar(1555, 3487);
juntar(2348, 9432);
juntar(9570, 5324);
juntar(5551, 1764);
juntar(7725, 4086);
juntar(9749, 9597);
juntar(9584, 9127);
juntar(1578, 2426);
juntar(7264, 9671);
juntar(9507, 2257);
juntar(2711, 2111);
juntar(4585, 9303);
juntar(2378, 6372);
juntar(4215, 5359);
juntar(8106, 246);
juntar(2171, 5744);
juntar(7565, 9936);
juntar(4343, 7041);
juntar(2160, 972);
juntar(5071, 5855);
juntar(8975, 6104);
juntar(3352, 3261);
juntar(6010, 5842);
juntar(1689, 704);
juntar(6758, 2893);
juntar(2885, 5751);
juntar(976, 3899);
juntar(1727, 245);
juntar(3414, 607);
juntar(9155, 9214);
juntar(1202, 7892);
juntar(6250, 6156);
juntar(3649, 7882);
juntar(4182, 9228);
juntar(5230, 7865);
juntar(4113, 3295);
juntar(3746, 4600);
juntar(7987, 4797);
juntar(790, 9221);
juntar(7096, 9957);
juntar(958, 4986);
juntar(398, 1989);
juntar(9553, 4808);
juntar(8650, 9632);
juntar(5931, 6707);
juntar(3587, 7618);
juntar(1098, 3113);
juntar(3642, 9468);
juntar(3666, 4299);
juntar(8975, 4406);
juntar(7874, 7122);
juntar(8953, 3118);
juntar(1028, 7733);
juntar(4640, 1569);
juntar(5382, 930);
juntar(7350, 8182);
juntar(1307, 9453);
juntar(1860, 7282);
juntar(4364, 3653);
juntar(9486, 925);
juntar(8841, 5694);
juntar(1919, 1957);
juntar(4239, 2737);
juntar(1420, 3483);
juntar(9210, 405);
juntar(6814, 3792);
juntar(9557, 1205);
juntar(7544, 1232);
juntar(3006, 2605);
juntar(9998, 520);
juntar(3711, 5940);
juntar(1297, 539);
juntar(3684, 475);
juntar(5782, 3821);
juntar(6687, 6553);
juntar(8545, 9564);
juntar(2519, 8027);
juntar(8538, 5327);
juntar(6087, 6923);
juntar(1011, 7331);
juntar(6145, 2651);
juntar(5336, 5677);
juntar(3204, 3964);
juntar(9648, 8753);
juntar(4720, 4373);
juntar(8137, 560);
juntar(8394, 703);
juntar(321, 5805);
juntar(1193, 142);
juntar(4190, 192);
juntar(2498, 3227);
juntar(6694, 7545);
juntar(4710, 8965);
juntar(5755, 1177);
juntar(3593, 3583);
juntar(7696, 4173);
juntar(3634, 6202);
juntar(2786, 2197);
juntar(805, 3187);
juntar(9460, 2830);
juntar(6224, 7861);
juntar(4711, 7462);
juntar(9460, 3822);
juntar(4102, 5328);
juntar(9443, 8194);
juntar(9942, 4393);
juntar(4320, 5793);
juntar(238, 505);
juntar(8940, 6425);
juntar(4241, 4453);
juntar(169, 5306);
juntar(2616, 6407);
juntar(5678, 928);
juntar(1584, 8594);
juntar(1500, 5647);
juntar(736, 9979);
juntar(7243, 1671);
juntar(3642, 1254);
juntar(5569, 9229);
juntar(8863, 4480);
juntar(4332, 4251);
juntar(6535, 9355);
juntar(5564, 68);
juntar(2292, 7298);
juntar(5423, 1347);
juntar(5967, 5237);
juntar(3155, 8783);
juntar(7267, 3371);
juntar(5142, 9890);
juntar(4387, 4989);
juntar(2184, 4656);
juntar(4419, 1912);
juntar(4330, 4794);
juntar(6310, 6112);
juntar(7736, 1855);
juntar(8126, 6617);
juntar(2329, 2558);
juntar(428, 957);
juntar(7379, 9369);
juntar(6660, 2074);
juntar(4468, 552);
juntar(9644, 4895);
juntar(3795, 6731);
juntar(509, 1552);
juntar(295, 321);
juntar(2656, 649);
juntar(596, 107);
juntar(8768, 3867);
juntar(529, 5723);
juntar(3242, 2749);
juntar(5549, 5808);
juntar(5964, 9531);
juntar(3259, 9213);
juntar(5851, 8543);
juntar(7995, 805);
juntar(4210, 8866);
juntar(2388, 2104);
juntar(8661, 4714);
juntar(9702, 2315);
juntar(8063, 7285);
juntar(3840, 7120);
juntar(7720, 751);
juntar(920, 1028);
juntar(1982, 5437);
juntar(7526, 4061);
juntar(8300, 3313);
juntar(5891, 5042);
juntar(2749, 4406);
juntar(5586, 1909);
juntar(2118, 7941);
juntar(4572, 4083);
juntar(1755, 8662);
juntar(9910, 3175);
juntar(1527, 7049);
juntar(9832, 6074);
juntar(4517, 1966);
juntar(4447, 8831);
juntar(4335, 5653);
juntar(1876, 629);
juntar(7330, 3903);
juntar(312, 4635);
juntar(5374, 8776);
juntar(4159, 6536);
juntar(3408, 7271);
juntar(4195, 2167);
juntar(3450, 6982);
juntar(7541, 2804);
juntar(3426, 8991);
juntar(3080, 401);
juntar(4809, 8963);
juntar(1955, 5343);
juntar(7825, 9748);
juntar(787, 6137);
juntar(6759, 2660);
juntar(7319, 3850);
juntar(775, 59);
juntar(4343, 4108);
juntar(7568, 8828);
juntar(7986, 5963);
juntar(8172, 2958);
juntar(677, 73);
juntar(1278, 3512);
juntar(7454, 8259);
juntar(4551, 5997);
juntar(6674, 2746);
juntar(8570, 8370);
juntar(2623, 6178);
juntar(6308, 7754);
juntar(8066, 2839);
juntar(7307, 294);
juntar(9333, 7412);
juntar(1104, 6548);
juntar(5191, 85);
juntar(8890, 4269);
juntar(3463, 5866);
juntar(5830, 1557);
juntar(6109, 1518);
juntar(9068, 5918);
juntar(4327, 5735);
juntar(8031, 9027);
juntar(104, 6864);
juntar(4312, 2679);
juntar(9644, 7778);
juntar(8162, 8778);
juntar(7056, 9348);
juntar(7418, 5058);
juntar(3828, 2362);
juntar(2553, 8687);
juntar(710, 2733);
juntar(8444, 1901);
juntar(3857, 6333);
juntar(9481, 7366);
juntar(6342, 7927);
juntar(9627, 6138);
juntar(9486, 3305);
juntar(3219, 7705);
juntar(5829, 4959);
juntar(5412, 9935);
juntar(7051, 9413);
juntar(3451, 6491);
juntar(5629, 8665);
juntar(1225, 704);
juntar(8634, 9127);
juntar(9933, 7803);
juntar(5690, 8885);
juntar(7116, 1921);
juntar(834, 8170);
juntar(4784, 356);
juntar(9780, 8502);
juntar(4923, 5181);
juntar(9914, 3133);
juntar(7293, 1512);
juntar(259, 5147);
juntar(64, 2460);
juntar(2572, 9842);
juntar(8617, 3147);
juntar(2792, 4876);
juntar(1609, 5);
juntar(4098, 5059);
juntar(6260, 7055);
juntar(9015, 8654);
juntar(6767, 7816);
juntar(8178, 8573);
juntar(712, 114);
juntar(7664, 4957);
juntar(8398, 1148);
juntar(5098, 5273);
juntar(9137, 1872);
juntar(7167, 4317);
juntar(6715, 3002);
juntar(7603, 9243);
juntar(3477, 9784);
juntar(5217, 4131);
juntar(8774, 9018);
juntar(6180, 4485);
juntar(2879, 9772);
juntar(3323, 4545);
juntar(1917, 8751);
juntar(8013, 9305);
juntar(2804, 2308);
juntar(6857, 8749);
juntar(9781, 9745);
juntar(6369, 3962);
juntar(5715, 6724);
juntar(3597, 3492);
juntar(2010, 3368);
juntar(9675, 3631);
juntar(728, 8937);
juntar(6279, 8132);
juntar(1304, 3851);
juntar(2047, 1255);
juntar(2094, 277);
juntar(7165, 3065);
juntar(3942, 4465);
juntar(9523, 7366);
juntar(8913, 7637);
juntar(5126, 824);
juntar(2403, 7301);
juntar(8754, 6427);
juntar(951, 7610);
juntar(8268, 5690);
juntar(1226, 5577);
juntar(7429, 1786);
juntar(7946, 9833);
juntar(7584, 122);
juntar(9732, 9936);
juntar(8172, 3794);
juntar(2291, 7221);
juntar(9658, 8835);
juntar(7758, 2664);
juntar(171, 8170);
juntar(7464, 3287);
juntar(8926, 3844);
juntar(3014, 6289);
juntar(5318, 4176);
juntar(7101, 9247);
juntar(2488, 6289);
juntar(1214, 5494);
juntar(8085, 4675);
juntar(2091, 6106);
juntar(3003, 3369);
juntar(2601, 3790);
juntar(924, 2647);
juntar(5569, 9412);
juntar(7650, 1202);
juntar(1010, 8909);
juntar(9425, 1220);
juntar(8202, 6887);
juntar(3680, 6927);
juntar(4093, 3341);
juntar(4012, 6802);
juntar(8637, 1615);
juntar(3558, 5881);
juntar(5839, 8976);
juntar(7411, 7377);
juntar(6506, 5994);
juntar(5211, 2152);
juntar(5032, 7288);
juntar(9669, 528);
juntar(7864, 4144);
juntar(5375, 3348);
juntar(5767, 9015);
juntar(4973, 8275);
juntar(5445, 2964);
juntar(6568, 2887);
juntar(8666, 9765);
juntar(7016, 8280);
juntar(8617, 4531);
juntar(683, 5643);
juntar(3917, 516);
juntar(2194, 3504);
juntar(421, 5050);
juntar(4711, 5250);
juntar(9784, 4428);
juntar(2366, 4872);
juntar(1577, 8029);
juntar(6608, 3904);
juntar(2705, 3937);
juntar(1445, 4033);
juntar(3836, 1896);
juntar(1805, 7963);
juntar(7620, 4565);
juntar(2587, 5767);
juntar(7567, 4733);
juntar(3377, 5188);
juntar(9658, 4383);
juntar(5215, 2129);
juntar(956, 1342);
juntar(1376, 1925);
juntar(824, 597);
juntar(3656, 2882);
juntar(702, 325);
juntar(9330, 1060);
juntar(7800, 7170);
juntar(1638, 9297);
juntar(6595, 1369);
juntar(8426, 4061);
juntar(9515, 9955);
juntar(9405, 898);
juntar(4855, 5457);
juntar(2375, 2934);
juntar(5603, 8267);
juntar(2715, 7208);
juntar(7618, 3164);
juntar(8476, 410);
juntar(9387, 4343);
juntar(5467, 9076);
juntar(8450, 8766);
juntar(2882, 9177);
juntar(1517, 4633);
juntar(230, 6654);
juntar(6269, 333);
juntar(570, 3488);
juntar(2902, 9381);
juntar(3416, 3587);
juntar(2568, 8520);
juntar(3037, 8963);
juntar(8062, 9419);
juntar(4365, 9500);
juntar(9309, 9235);
juntar(9214, 8896);
juntar(2541, 1638);
juntar(101, 5340);
juntar(7380, 7896);
juntar(7623, 7897);
juntar(498, 7070);
juntar(6, 8646);
juntar(7988, 5455);
juntar(264, 6191);
juntar(1134, 8036);
juntar(7180, 8327);
juntar(1892, 8897);
juntar(1261, 381);
juntar(5058, 3296);
juntar(5743, 998);
juntar(3825, 1408);
juntar(5759, 9016);
juntar(4254, 2649);
juntar(5837, 3472);
juntar(2022, 9894);
juntar(7088, 3755);
juntar(1755, 4936);
juntar(575, 8446);
juntar(5215, 74);
juntar(2701, 9487);
juntar(9684, 5876);
juntar(1715, 2986);
juntar(1985, 1806);
juntar(1886, 9181);
juntar(6762, 4700);
juntar(3298, 1849);
juntar(9857, 9873);
juntar(777, 1834);
juntar(8955, 1003);
juntar(5022, 235);
juntar(4008, 7908);
juntar(2650, 4293);
juntar(9356, 5793);
juntar(9595, 3029);
juntar(7996, 5659);
juntar(4030, 306);
juntar(5955, 3142);
juntar(846, 108);
juntar(1358, 2280);
juntar(9606, 2603);
juntar(8436, 1425);
juntar(1823, 9776);
juntar(1494, 863);
juntar(1470, 6330);
juntar(7604, 5558);
juntar(4666, 4904);
juntar(9695, 1881);
juntar(674, 4665);
juntar(3613, 4202);
juntar(6490, 8849);
juntar(3713, 5759);
juntar(1635, 9926);
juntar(1601, 8374);
juntar(8048, 711);
juntar(1746, 7257);
juntar(2373, 5996);
juntar(5868, 399);
juntar(4428, 2004);
juntar(5226, 6862);
juntar(6100, 386);
juntar(6248, 4665);
juntar(9544, 9313);
juntar(294, 6886);
juntar(2176, 6754);
juntar(2778, 4116);
juntar(8670, 10);
juntar(340, 2464);
juntar(6921, 1205);
juntar(7333, 8928);
juntar(5789, 585);
juntar(4493, 151);
juntar(7307, 8180);
juntar(3318, 6321);
juntar(5007, 9686);
juntar(9446, 9302);
juntar(3033, 4273);
juntar(7093, 2941);
juntar(7784, 409);
juntar(4497, 3951);
juntar(4983, 784);
juntar(7227, 3770);
juntar(256, 8941);
juntar(2188, 5356);
juntar(592, 8323);
juntar(240, 3998);
juntar(7383, 9092);
juntar(9421, 7938);
juntar(9106, 9306);
juntar(3950, 2812);
juntar(3210, 4822);
juntar(6449, 3778);
juntar(2262, 6638);
juntar(2065, 535);
juntar(8969, 5295);
juntar(3604, 3393);
juntar(8391, 9424);
juntar(6149, 3077);
juntar(3297, 9570);
juntar(8162, 2965);
juntar(442, 9015);
juntar(3602, 130);
juntar(1330, 465);
juntar(6213, 733);
juntar(951, 1219);
juntar(2778, 6050);
juntar(1917, 9686);
juntar(6936, 7746);
juntar(9447, 2988);
juntar(8875, 4893);
juntar(4727, 8782);
juntar(9148, 648);
juntar(319, 4407);
juntar(6740, 3520);
juntar(1493, 3000);
juntar(2511, 6724);
juntar(1630, 9308);
juntar(9204, 9238);
juntar(8162, 7606);
juntar(8286, 3874);
juntar(7917, 318);
juntar(2101, 919);
juntar(7203, 8751);
juntar(7019, 730);
juntar(2447, 6679);
juntar(9585, 5031);
juntar(1832, 3438);
juntar(3026, 4598);
juntar(6973, 5640);
juntar(5887, 541);
juntar(6414, 5677);
juntar(8081, 7425);
juntar(9471, 757);
juntar(2147, 9127);
juntar(9791, 8385);
juntar(9171, 2495);
juntar(2880, 2917);
juntar(9444, 9645);
juntar(811, 3108);
juntar(7715, 7028);
juntar(350, 2400);
juntar(1668, 8294);
juntar(7796, 2135);
juntar(121, 8402);
juntar(5002, 2810);
juntar(4364, 8438);
juntar(6221, 70);
juntar(2066, 4175);
juntar(4712, 183);
juntar(8170, 6507);
juntar(1355, 4439);
juntar(1387, 8615);
juntar(4925, 3107);
juntar(7997, 2945);
juntar(5127, 7395);
juntar(6957, 917);
juntar(5010, 2162);
juntar(1579, 9635);
juntar(8967, 3099);
juntar(3432, 2829);
juntar(6155, 9502);
juntar(3515, 7756);
juntar(6888, 7841);
juntar(4260, 5847);
juntar(1321, 1907);
juntar(3458, 2510);
juntar(5561, 2470);
juntar(7821, 708);
juntar(256, 3119);
juntar(9558, 3665);
juntar(644, 9217);
juntar(4089, 4358);
juntar(5079, 3781);
juntar(812, 3372);
juntar(1123, 7460);
juntar(1702, 2085);
juntar(4440, 9806);
juntar(4446, 5179);
juntar(5921, 5520);
juntar(7810, 5038);
juntar(6766, 2487);
juntar(6959, 708);
juntar(9531, 8047);
juntar(5601, 5795);
juntar(5599, 6180);
juntar(9965, 2925);
juntar(5935, 1074);
juntar(6873, 7198);
juntar(2537, 1867);
juntar(4472, 7461);
juntar(2569, 9299);
juntar(9541, 2145);
juntar(5782, 7431);
juntar(9716, 5923);
juntar(8580, 2680);
juntar(2466, 4526);
juntar(4801, 7958);
juntar(5197, 7634);
juntar(4150, 1901);
juntar(2478, 4012);
juntar(4118, 1883);
juntar(7043, 8760);
juntar(126, 4779);
juntar(987, 9881);
juntar(1733, 1310);
juntar(2334, 264);
juntar(9731, 8195);
juntar(58, 1580);
juntar(183, 7314);
juntar(7524, 8628);
juntar(6600, 2609);
juntar(335, 6219);
juntar(748, 3560);
juntar(9591, 5794);
juntar(5912, 8724);
juntar(5698, 5699);
juntar(3816, 4038);
juntar(1039, 7264);
juntar(7866, 8387);
juntar(2029, 8648);
juntar(908, 3264);
juntar(2409, 9813);
juntar(5253, 4280);
juntar(9982, 4891);
juntar(6377, 9734);
juntar(8401, 2753);
juntar(9408, 5484);
juntar(4133, 2618);
juntar(9281, 5983);
juntar(6261, 9189);
juntar(1262, 8471);
juntar(3383, 975);
juntar(8449, 1043);
juntar(7563, 6231);
juntar(6794, 5617);
juntar(19, 3245);
juntar(6238, 3636);
juntar(7010, 5581);
juntar(8595, 5782);
juntar(7296, 8337);
juntar(8991, 6920);
juntar(4395, 8463);
juntar(7849, 4046);
juntar(7934, 765);
juntar(4707, 8100);
juntar(8352, 1332);
juntar(3445, 157);
juntar(8404, 1821);
juntar(929, 8739);
juntar(3027, 1301);
juntar(7514, 7776);
juntar(6399, 7126);
juntar(8359, 4074);
juntar(1315, 2748);
juntar(9124, 9076);
juntar(1356, 8265);
juntar(8201, 2165);
juntar(767, 9030);
juntar(404, 1773);
juntar(424, 8703);
juntar(3752, 6200);
juntar(841, 5761);
juntar(1849, 8154);
juntar(4763, 6659);
juntar(9237, 5773);
juntar(2586, 4597);
juntar(6064, 8181);
juntar(3540, 159);
juntar(1407, 5445);
juntar(4429, 8969);
juntar(1712, 1233);
juntar(5525, 1942);
juntar(1894, 1436);
juntar(175, 5718);
juntar(1912, 3554);
juntar(656, 4427);
juntar(843, 9731);
juntar(7855, 9064);
juntar(3854, 993);
juntar(6465, 7431);
juntar(4828, 1460);
juntar(573, 5872);
juntar(8887, 9087);
juntar(6737, 3832);
juntar(4546, 3833);
juntar(2955, 3641);
juntar(4831, 5067);
juntar(2296, 881);
juntar(320, 7486);
juntar(9364, 5178);
juntar(4787, 8863);
juntar(6296, 7343);
juntar(5891, 3530);
juntar(2487, 6391);
juntar(9176, 2662);
juntar(8897, 9180);
juntar(3539, 6144);
juntar(3445, 6151);
juntar(301, 1105);
juntar(8715, 8957);
juntar(6005, 9016);
juntar(7053, 9672);
juntar(1153, 6688);
juntar(920, 6675);
juntar(3255, 6466);
juntar(8360, 9343);
juntar(2743, 7433);
juntar(4378, 2220);
juntar(4575, 2564);
juntar(9104, 9472);
juntar(6712, 6402);
juntar(2707, 2132);
juntar(8999, 4060);
juntar(5216, 3871);
juntar(2471, 5132);
juntar(6632, 5875);
juntar(9606, 5456);
juntar(9004, 7746);
juntar(637, 5547);
juntar(7534, 9326);
juntar(9660, 7035);
juntar(2154, 7818);
juntar(7013, 7428);
juntar(4558, 5648);
juntar(1122, 9162);
juntar(8170, 7139);
juntar(3886, 1011);
juntar(176, 6271);
juntar(8538, 8692);
juntar(5402, 3528);
juntar(7878, 6771);
juntar(1577, 7162);
juntar(3806, 5786);
juntar(4280, 3094);
juntar(6133, 6985);
juntar(7785, 8074);
juntar(9834, 1970);
juntar(4894, 2773);
juntar(5071, 6121);
juntar(4862, 4989);
juntar(3596, 2757);
juntar(3554, 8338);
juntar(8496, 9637);
juntar(4099, 8427);
juntar(1591, 641);
juntar(9457, 6814);
juntar(4293, 3254);
juntar(577, 2832);
juntar(3220, 6794);
juntar(5102, 4757);
juntar(1473, 7284);
juntar(1961, 4729);
juntar(77, 2281);
juntar(6575, 6335);
juntar(1849, 3062);
juntar(9938, 9837);
juntar(1677, 2116);
juntar(2346, 7650);
juntar(3060, 1081);
juntar(9163, 1847);
juntar(613, 7980);
juntar(1713, 6265);
juntar(2241, 2871);
juntar(1093, 8045);
juntar(2663, 7914);
juntar(6509, 7361);
juntar(2071, 1214);
juntar(2613, 9498);
juntar(9847, 3821);
juntar(2225, 482);
juntar(3462, 5758);
juntar(1815, 5969);
juntar(6944, 81);
juntar(7174, 3307);
juntar(1657, 3597);
juntar(5819, 8281);
juntar(4478, 9115);
juntar(820, 1399);
juntar(4980, 6887);
juntar(8028, 3311);
juntar(3676, 2204);
juntar(4920, 5375);
juntar(8011, 2083);
juntar(4689, 9320);
juntar(1416, 6394);
juntar(3602, 9435);
juntar(3426, 7842);
juntar(3144, 1803);
juntar(5662, 804);
juntar(1016, 7710);
juntar(9279, 1183);
juntar(6662, 2561);
juntar(4396, 8155);
juntar(7685, 7363);
juntar(967, 3972);
juntar(3224, 7192);
juntar(3565, 9842);
juntar(9199, 9886);
juntar(9653, 4285);
juntar(8152, 8689);
juntar(2032, 5372);
juntar(3373, 4550);
juntar(1382, 9748);
juntar(2959, 7349);
juntar(4060, 9481);
juntar(4513, 450);
juntar(3673, 2390);
juntar(5310, 9681);
juntar(2317, 2761);
juntar(5912, 6072);
juntar(8828, 7119);
juntar(7468, 1513);
juntar(6931, 4104);
juntar(4221, 7863);
juntar(5718, 8350);
juntar(3114, 2992);
juntar(8573, 5801);
juntar(1812, 1713);
juntar(4310, 1887);
juntar(4924, 5670);
juntar(6117, 4593);
juntar(5788, 3817);
juntar(9689, 1615);
juntar(7776, 4375);
juntar(1839, 4517);
juntar(4742, 9853);
juntar(4832, 3075);
juntar(4990, 9062);
juntar(9702, 9858);
juntar(6934, 3928);
juntar(3894, 8490);
juntar(7463, 4333);
juntar(4710, 9017);
juntar(5987, 1229);
juntar(258, 319);
juntar(8087, 6832);
juntar(3847, 2637);
juntar(2756, 827);
juntar(6122, 2899);
juntar(6349, 3201);
juntar(1617, 1788);
juntar(4490, 7587);
juntar(2859, 4257);
juntar(469, 3797);
juntar(5672, 4542);
juntar(4925, 4618);
juntar(3922, 2652);
juntar(6982, 9866);
juntar(559, 1753);
juntar(1447, 215);
juntar(4557, 4927);
juntar(132, 4361);
juntar(80, 5368);
juntar(7943, 5733);
juntar(5062, 6229);
juntar(5969, 9117);
juntar(1272, 5080);
juntar(4487, 3353);
juntar(6870, 3180);
juntar(8531, 3553);
juntar(5527, 1658);
juntar(7484, 5158);
juntar(3200, 5063);
juntar(7986, 2625);
juntar(4847, 7754);
juntar(6413, 7496);
juntar(8543, 91);
juntar(3129, 4200);
juntar(3742, 9529);
juntar(5794, 7048);
juntar(3737, 6336);
juntar(3105, 8563);
juntar(9796, 4903);
juntar(3518, 7569);
juntar(5882, 9384);
juntar(5754, 5241);
juntar(8383, 6753);
juntar(9169, 8725);
juntar(4873, 1282);
juntar(2444, 4852);
juntar(9562, 1886);
juntar(8470, 995);
juntar(780, 7862);
juntar(1789, 6160);
juntar(7646, 9095);
juntar(2495, 3057);
juntar(8858, 3993);
juntar(7132, 1043);
juntar(6466, 2132);
juntar(2764, 635);
juntar(1436, 8849);
juntar(5169, 2562);
juntar(5817, 5909);
juntar(5869, 8219);
juntar(8433, 5745);
juntar(5604, 3831);
juntar(7117, 6747);
juntar(3753, 7625);
juntar(776, 3634);
juntar(4213, 7878);
juntar(8769, 9999);
juntar(8281, 9838);
juntar(3469, 9814);
juntar(4205, 1201);
juntar(4247, 868);
juntar(1237, 9077);
juntar(7565, 5927);
juntar(3261, 6204);
juntar(8403, 6726);
juntar(3371, 525);
juntar(2809, 1818);
juntar(6125, 212);
juntar(7, 1781);
juntar(8636, 5683);
juntar(5210, 4322);
juntar(5145, 1271);
juntar(1037, 7381);
juntar(2254, 1780);
juntar(6289, 553);
juntar(3642, 3404);
juntar(5701, 3799);
juntar(3723, 4187);
juntar(3269, 7763);
juntar(9472, 6550);
juntar(4739, 1812);
juntar(8420, 3288);
juntar(1969, 4344);
juntar(8699, 8848);
juntar(2966, 4888);
juntar(3927, 9744);
juntar(6646, 9031);
juntar(1727, 1491);
juntar(607, 5312);
juntar(9698, 4597);
juntar(3556, 7902);
juntar(6793, 8822);
juntar(1399, 63);
juntar(1219, 3167);
juntar(7485, 1219);
juntar(8203, 8887);
juntar(2989, 4764);
juntar(2291, 4174);
juntar(3013, 4690);
juntar(9183, 2121);
juntar(7626, 6533);
juntar(1551, 8048);
juntar(4759, 2233);
juntar(1744, 8381);
juntar(3654, 9040);
juntar(1889, 850);
juntar(3378, 9793);
juntar(8426, 5005);
juntar(822, 5608);
juntar(3876, 2772);
juntar(6555, 2294);
juntar(3315, 1103);
juntar(4908, 8662);
juntar(6843, 2642);
juntar(6767, 8300);
juntar(2222, 5772);
juntar(9673, 6361);
juntar(3741, 2400);
