juntar(1870, 2812);
juntar(5164, 4745);
juntar(551, 8597);
juntar(2936, 4725);
juntar(1018, 56);
juntar(5456, 7960);
juntar(3603, 8902);
juntar(1476, 4198);
juntar(1428, 5679);
juntar(8039, 323);
juntar(6564, 3653);
juntar(3854, 3087);
juntar(3723, 9171);
juntar(8702, 549);
juntar(911, 7294);
juntar(3226, 6395);
juntar(1154, 5244);
juntar(8108, 1291);
juntar(5475, 3922);
juntar(1525, 3277);
juntar(3616, 8184);
juntar(9070, 4834);
juntar(5647, 9902);
juntar(834, 7691);
juntar(4594, 3891);
juntar(6250, 7718);
juntar(7445, 5741);
juntar(8458, 1304);
juntar(9545, 2297);
juntar(6455, 1526);
juntar(5222, 73);
juntar(5104, 7092);
juntar(5761, 4257);
juntar(181, 9559);
juntar(4321, 1103);
juntar(8088, 4649);
juntar(6255, 9512);
juntar(7587, 1628);
juntar(2445, 3370);
juntar(3982, 644);
juntar(2697, 4833);
juntar(4540, 1691);
juntar(6055, 165);
juntar(7610, 440);
juntar(4957, 3937);
juntar(6920, 5554);
juntar(560, 4478);
juntar(6815, 9315);
juntar(7278, 3286);
juntar(3827, 8373);
juntar(5606, 3797);
juntar(4907, 4294);
juntar(3625, 368);
juntar(2872, 4171);
juntar(9252, 6643);
juntar(5207, 43);
juntar(7253, 3558);
juntar(3199, 2112);
juntar(7309, 1163);
juntar(4593, 4820);
juntar(2022, 5167);
juntar(4420, 6745);
juntar(6642, 8654);
juntar(5484, 4949);
juntar(5508, 1771);
juntar(2108, 1951);
juntar(3728, 7353);
juntar(8144, 8792);
juntar(6449, 8432);
juntar(3037, 815);
juntar(2243, 4361);
juntar(7755, 3711);
juntar(1554, 5906);
juntar(5798, 6163);
juntar(5984, 6039);
juntar(3139, 1975);
juntar(9228, 2444);
juntar(4994, 8967);
juntar(5906, 9734);
juntar(6576, 4106);
juntar(243, 4281);
juntar(9649, 4368);
juntar(2561, 2185);
juntar(6601, 628);
juntar(7900, 1420);
juntar(9006, 7529);
juntar(7737, 2460);
juntar(8218, 5711);
juntar(2712, 7813);
juntar(1379, 4053);
juntar(1580, 9782);
juntar(7435, 8662);
juntar(9161, 7538);
juntar(4225, 2183);
juntar(3988, 9080);
juntar(9532, 1772);
juntar(4552, 1071);
juntar(6088, 6520);
juntar(1565, 9637);
juntar(2978, 5465);
juntar(2517, 8264);
juntar(3597, 5482);
juntar(3931, 4665);
juntar(3419, 4240);
juntar(6201, 7118);
juntar(9162, 7230);
juntar(5669, 2185);
juntar(4636, 9392);
juntar(8669, 9963);
juntar(7557, 1289);
juntar(2701, 30);
juntar(5902, 6961);
juntar(572, 1141);
juntar(2023, 5584);
juntar(4388, 355);
juntar(7637, 1918);
juntar(7623, 2795);
juntar(3087, 1130);
juntar(5125, 1486);
juntar(9795, 2039);
juntar(2897, 7869);
juntar(5734, 9094);
juntar(1748, 7464);
juntar(9875, 7456);
juntar(1527, 1911);
juntar(3118, 7453);
juntar(5515, 8138);
juntar(9982, 4361);
juntar(7803, 7788);
juntar(7456, 6986);
juntar(9968, 5157);
juntar(4859, 3835);
juntar(7237, 9923);
juntar(1288, 8810);
juntar(8452, 1711);
juntar(5286, 9284);
juntar(8617, 7131);
juntar(4752, 8208);
juntar(7597, 6379);
juntar(3770, 8450);
juntar(3604, 5681);
juntar(7047, 1950);
juntar(5532, 3924);
juntar(1949, 8488);
juntar(3893, 6670);
juntar(2745, 8857);
juntar(6136, 8397);
juntar(1604, 5067);
juntar(8494, 4320);
juntar(6118, 5822);
juntar(3104, 6399);
juntar(3712, 8991);
juntar(6165, 4289);
juntar(9135, 4015);
juntar(127, 849);
juntar(2436, 6300);
juntar(529, 3612);
juntar(1309, 2502);
juntar(5969, 8112);
juntar(3492, 334);
juntar(7933, 6354);
juntar(2049, 9003);
juntar(5724, 3841);
juntar(8770, 6745);
juntar(560, 1599);
juntar(8674, 20);
juntar(2065, 5378);
juntar(1666, 4918);
juntar(9867, 2859);
juntar(5766, 5048);
juntar(2739, 1076);
juntar(9997, 1786);
juntar(7858, 515);
juntar(4025, 2116);
juntar(3131, 9380);
juntar(5951, 6520);
juntar(6247, 1379);
juntar(9274, 4364);
juntar(5164, 3030);
juntar(4955, 7057);
juntar(6045, 2000);
juntar(4802, 9898);
juntar(6335, 6235);
juntar(7894, 1960);
juntar(2618, 4792);
juntar(2689, 9644);
juntar(5171, 5160);
juntar(3590, 3572);
juntar(3737, 8602);
juntar(2287, 421);
juntar(1895, 4599);
juntar(952, 944);
juntar(683, 7810);
juntar(6522, 2974);
juntar(5591, 6155);
juntar(2715, 3521);
juntar(4924, 6569);
juntar(9173, 7179);
juntar(1661, 5811);
juntar(5182, 9056);
juntar(5417, 7282);
juntar(8800, 9154);
juntar(5859, 1222);
juntar(878, 1725);
juntar(4070, 4923);
juntar(7485, 7507);
juntar(3687, 1579);
juntar(3535, 8932);
juntar(9405, 1296);
juntar(5038, 8432);
juntar(6451, 5419);
juntar(7324, 7762);
juntar(948, 5838);
juntar(1852, 1903);
juntar(7766, 4199);
juntar(4739, 4582);
juntar(9413, 2070);
juntar(6055, 3661);
juntar(6784, 2018);
juntar(62, 3746);
juntar(187, 1291);
juntar(3128, 260);
juntar(6957, 4317);
juntar(7799, 3889);
juntar(181, 7625);
juntar(8656, 6858);
juntar(1601, 914);
juntar(8034, 2786);
juntar(564, 1012);
juntar(7371, 14);
juntar(74, 1232);
juntar(3083, 4259);
juntar(444, 7255);
juntar(4155, 189);
juntar(829, 2065);
juntar(2385, 3092);
juntar(9006, 6718);
juntar(5166, 1204);
juntar(162, 733);
juntar(5027, 6449);
juntar(6178, 5781);
juntar(9750, 6359);
juntar(7914, 8983);
juntar(1835, 2759);
juntar(4330, 7643);
juntar(6304, 3450);
juntar(3943, 5481);
juntar(1425, 1548);
juntar(6077, 1597);
juntar(7755, 3418);
juntar(1632, 7254);
juntar(7148, 203);
juntar(5702, 2347);
juntar(4813, 9838);
juntar(7243, 2923);
juntar(4329, 6126);
juntar(4250, 3502);
juntar(7676, 8988);
juntar(6381, 3096);
juntar(9714, 5275);
juntar(828, 1820);
juntar(9336, 2727);
juntar(1391, 5750);
juntar(7553, 552);
juntar(5151, 1325);
juntar(6151, 8894);
juntar(5940, 6971);
juntar(9217, 6026);
juntar(8870, 8879);
juntar(3867, 6468);
juntar(5602, 9896);
juntar(5771, 5464);
juntar(5731, 5335);
juntar(9723, 5214);
juntar(5716, 7213);
juntar(5417, 6141);
juntar(3086, 8844);
juntar(3834, 2032);
juntar(325, 5067);
juntar(220, 1417);
juntar(9817, 9444);
juntar(5485, 8746);
juntar(8460, 8718);
juntar(9030, 8042);
juntar(8197, 6512);
juntar(2535, 8556);
juntar(6582, 2821);
juntar(6011, 6684);
juntar(9724, 3195);
juntar(4559, 880);
juntar(8460, 1656);
juntar(6705, 6644);
juntar(7486, 4413);
juntar(2924, 6806);
juntar(6270, 7179);
juntar(6026, 8231);
juntar(80, 7542);
juntar(3439, 9895);
juntar(9215, 5232);
juntar(5111, 8790);
juntar(4619, 7365);
juntar(9754, 9547);
juntar(8447, 2774);
juntar(6436, 843);
juntar(8893, 9418);
juntar(8178, 6663);
juntar(9582, 1479);
juntar(9117, 3332);
juntar(5189, 8303);
juntar(7062, 3834);
juntar(6596, 5548);
juntar(8803, 9427);
juntar(836, 93);
juntar(6431, 4770);
juntar(3398, 4100);
juntar(9080, 6893);
juntar(2996, 414);
juntar(6015, 213);
juntar(1857, 978);
juntar(3796, 9474);
juntar(7756, 2320);
juntar(2348, 46);
juntar(7584, 7335);
juntar(2229, 285);
juntar(6044, 548);
juntar(8102, 3835);
juntar(7248, 4845);
juntar(1500, 681);
juntar(1420, 1269);
juntar(9316, 4519);
juntar(3722, 9883);
juntar(3157, 586);
juntar(7273, 8924);
juntar(8681, 2489);
juntar(7849, 1546);
juntar(3335, 8745);
juntar(3473, 4254);
juntar(5557, 9771);
juntar(8107, 8847);
juntar(8411, 3894);
juntar(5008, 125);
juntar(5873, 6545);
juntar(1974, 4939);
juntar(568, 312);
juntar(7640, 4244);
juntar(7578, 4722);
juntar(5278, 8732);
juntar(180, 3734);
juntar(8145, 378);
juntar(9814, 5812);
juntar(8314, 6731);
juntar(4432, 6103);
juntar(9138, 2166);
juntar(6464, 2810);
juntar(29, 474);
juntar(4091, 135);
juntar(1058, 6132);
juntar(7250, 8310);
juntar(4055, 7400);
juntar(2845, 7185);
juntar(6325, 2999);
juntar(2033, 3604);
juntar(2886, 5510);
juntar(6107, 4367);
juntar(3228, 8911);
juntar(6494, 5958);
juntar(8977, 4666);
juntar(8730, 9429);
juntar(9570, 652);
juntar(9840, 3820);
juntar(4073, 9886);
juntar(3515, 4345);
juntar(8611, 1473);
juntar(7724, 2171);
juntar(530, 4486);
juntar(4940, 1109);
juntar(2357, 6633);
juntar(6024, 2751);
juntar(947, 3409);
juntar(5031, 5697);
juntar(9721, 240);
juntar(3643, 6379);
juntar(4876, 9607);
juntar(776, 8686);
juntar(9605, 7511);
juntar(5020, 7114);
juntar(3910, 8828);
juntar(4999, 3495);
juntar(1441, 9036);
juntar(5480, 452);
juntar(8927, 639);
juntar(5119, 5738);
juntar(8222, 6164);
juntar(5114, 316);
juntar(5800, 6068);
juntar(6689, 9649);
juntar(9572, 9097);
juntar(9348, 2044);
juntar(8338, 4682);
juntar(1151, 70);
juntar(4885, 1810);
juntar(6850, 1119);
juntar(9760, 6489);
juntar(9701, 968);
juntar(9089, 380);
juntar(7960, 9849);
juntar(6492, 6481);
juntar(7688, 3973);
juntar(6044, 3841);
juntar(9292, 6738);
juntar(575, 2195);
juntar(6469, 2884);
juntar(7146, 9159);
juntar(2681, 5772);
juntar(9458, 7130);
juntar(2108, 2660);
juntar(5153, 4432);
juntar(9133, 5338);
juntar(4498, 5376);
juntar(2868, 3835);
juntar(5785, 6910);
juntar(946, 9015);
juntar(1918, 5306);
juntar(9881, 5858);
juntar(2128, 4947);
juntar(7662, 2954);
juntar(2542, 2687);
juntar(7921, 5323);
juntar(9390, 5481);
juntar(4021, 7075);
juntar(9081, 6048);
juntar(5704, 7569);
juntar(37, 1136);
juntar(575, 9818);
juntar(2256, 9677);
juntar(7607, 2627);
juntar(1859, 3562);
juntar(123, 8654);
juntar(9568, 2074);
juntar(1238, 8988);
juntar(4003, 2109);
juntar(5644, 1108);
juntar(2972, 243);
juntar(7771, 1178);
juntar(8501, 9428);
juntar(7880, 3492);
juntar(4275, 2635);
juntar(4440, 9595);
juntar(7349, 8115);
juntar(3235, 7106);
juntar(9529, 6135);
juntar(1137, 3612);
juntar(7663, 4987);
juntar(5157, 4103);
juntar(6211, 4909);
juntar(5500, 1402);
juntar(9959, 2100);
juntar(4673, 7769);
juntar(9483, 1490);
juntar(3422, 2470);
juntar(7086, 6105);
juntar(8222, 4431);
juntar(6315, 2935);
juntar(4387, 1369);
juntar(3870, 52);
juntar(3471, 6719);
juntar(8775, 7414);
juntar(3552, 3573);
juntar(9982, 4229);
juntar(6267, 421);
juntar(247, 9086);
juntar(4984, 6985);
juntar(1091, 5149);
juntar(4393, 9642);
juntar(898, 1598);
juntar(2974, 5058);
juntar(5837, 4290);
juntar(6285, 7501);
juntar(1158, 3081);
juntar(831, 7);
juntar(8645, 675);
juntar(5386, 2102);
juntar(4521, 7972);
juntar(9080, 7079);
juntar(950, 3906);
juntar(3292, 9980);
juntar(3435, 3533);
juntar(7472, 3372);
juntar(5841, 6747);
juntar(7353, 1776);
juntar(4599, 1403);
juntar(7724, 7168);
juntar(3688, 8864);
juntar(905, 7356);
juntar(2423, 7042);
juntar(6399, 6262);
juntar(8772, 5815);
juntar(6780, 92);
juntar(1964, 2425);
juntar(9844, 6264);
juntar(9471, 9897);
juntar(7270, 2548);
juntar(5122, 9820);
juntar(5598, 2345);
juntar(7036, 1956);
juntar(6212, 8288);
juntar(6378, 7019);
juntar(7184, 410);
juntar(488, 5746);
juntar(1340, 7029);
juntar(6866, 6863);
juntar(1700, 6171);
juntar(7691, 8961);
juntar(7589, 2882);
juntar(8078, 6419);
juntar(2120, 3101);
juntar(5130, 7517);
juntar(4506, 7883);
juntar(8972, 3655);
juntar(8728, 2735);
juntar(1430, 2208);
juntar(3426, 5563);
juntar(2790, 1967);
juntar(6585, 3311);
juntar(2163, 9321);
juntar(2585, 1771);
juntar(2367, 5413);
juntar(8455, 5207);
juntar(5981, 9320);
juntar(842, 2483);
juntar(5217, 0);
juntar(5098, 4175);
juntar(4611, 204);
juntar(3147, 814);
juntar(2195, 8876);
juntar(7349, 5821);
juntar(1745, 4621);
juntar(3452, 7977);
juntar(6010, 1784);
juntar(6891, 7337);
juntar(8383, 2372);
juntar(3204, 5389);
juntar(8397, 1625);
juntar(5136, 4931);
juntar(4645, 2372);
juntar(6099, 7686);
juntar(7214, 3480);
juntar(2141, 7963);
juntar(612, 697);
juntar(2250, 8836);
juntar(7273, 3949);
juntar(9951, 3232);
juntar(1214, 3801);
juntar(7445, 6104);
juntar(1184, 1152);
juntar(7303, 5418);
juntar(2729, 8515);
juntar(5646, 9084);
juntar(9008, 8245);
juntar(5098, 2140);
juntar(904, 2923);
juntar(5407, 3528);
juntar(7990, 5811);
juntar(4544, 4606);
juntar(3262, 4719);
juntar(3361, 2190);
juntar(6192, 960);
juntar(2411, 7345);
juntar(620, 6147);
juntar(451, 7432);
juntar(6283, 3507);
juntar(277, 2976);
juntar(5358, 7128);
juntar(9066, 2789);
juntar(8302, 2072);
juntar(7214, 517);
juntar(6487, 669);
juntar(1738, 3250);
juntar(2655, 5449);
juntar(7798, 8187);
juntar(4038, 7160);
juntar(4579, 6460);
juntar(7168, 7108);
juntar(9882, 4188);
juntar(7836, 6661);
juntar(1110, 9575);
juntar(4457, 3169);
juntar(9026, 1446);
juntar(8170, 782);
juntar(4654, 9006);
juntar(8415, 6704);
juntar(9010, 4785);
juntar(8423, 8245);
juntar(9945, 2767);
juntar(1111, 3726);
juntar(343, 1502);
juntar(2179, 756);
juntar(7136, 7652);
juntar(3877, 8701);
juntar(1175, 8840);
juntar(9868, 8254);
juntar(3849, 5984);
juntar(8886, 9950);
juntar(7534, 4307);
juntar(2472, 5173);
juntar(3451, 9145);
juntar(9994, 7782);
juntar(2303, 7353);
juntar(2331, 1788);
juntar(205, 7621);
juntar(4157, 718);
juntar(4834, 3342);
juntar(3602, 7272);
juntar(4464, 9787);
juntar(7182, 7649);
juntar(5642, 3329);
juntar(7398, 3551);
juntar(3579, 4163);
juntar(138, 6281);
juntar(3066, 5603);
juntar(9146, 1556);
juntar(6674, 2362);
juntar(5178, 734);
juntar(1329, 7470);
juntar(8212, 3988);
juntar(3965, 2455);
juntar(2092, 3617);
juntar(1896, 8260);
juntar(2320, 1186);
juntar(3771, 4990);
juntar(9364, 459);
juntar(2564, 7036);
juntar(1818, 9199);
juntar(2895, 6381);
juntar(6019, 6831);
juntar(1174, 969);
juntar(1314, 1675);
juntar(8538, 6894);
juntar(3069, 1020);
juntar(3383, 2872);
juntar(8739, 9651);
juntar(2392, 2966);
juntar(5819, 7595);
juntar(6388, 8856);
juntar(4357, 5864);
juntar(109, 6074);
juntar(845, 9728);
juntar(3034, 9592);
juntar(4778, 2673);
juntar(1774, 2882);
juntar(3929, 620);
juntar(3211, 1159);
juntar(9505, 5192);
juntar(1576, 3902);
juntar(7720, 6874);
juntar(1953, 3936);
juntar(48, 3748);
juntar(7319, 375);
juntar(445, 9177);
juntar(6159, 543);
juntar(4162, 2250);
juntar(2950, 1628);
juntar(9426, 8140);
juntar(4344, 6281);
juntar(226, 1584);
juntar(9768, 7603);
juntar(5712, 5645);
juntar(6339, 8068);
juntar(9320, 9625);
juntar(4468, 3804);
juntar(8608, 4550);
juntar(2355, 328);
juntar(5032, 1980);
juntar(4693, 8387);
juntar(1392, 2109);
juntar(3311, 8830);
juntar(3529, 41);
juntar(5258, 3611);
juntar(2005, 4955);
juntar(6865, 5939);
juntar(8943, 5482);
juntar(704, 6381);
juntar(5013, 5993);
juntar(6039, 3260);
juntar(1598, 2774);
juntar(2353, 5115);
juntar(3612, 6065);
juntar(9864, 153);
juntar(9125, 3826);
juntar(521, 2652);
juntar(2991, 5729);
juntar(7956, 9093);
juntar(3010, 1371);
juntar(5058, 7430);
juntar(8813, 5009);
juntar(3437, 1354);
juntar(5594, 169);
juntar(9882, 7672);
juntar(7129, 1467);
juntar(1119, 8993);
juntar(5082, 7652);
juntar(9662, 5788);
juntar(4496, 9445);
juntar(353, 1608);
juntar(8602, 8109);
juntar(9319, 2732);
juntar(9594, 5831);
juntar(4477, 8851);
juntar(5833, 6996);
juntar(9512, 4537);
juntar(139, 203);
juntar(1251, 2167);
juntar(8259, 4498);
juntar(3770, 5759);
juntar(1367, 9699);
juntar(1227, 1741);
juntar(1588, 9924);
juntar(5431, 7044);
juntar(4882, 1467);
juntar(3429, 7130);
juntar(1364, 1042);
juntar(5057, 6560);
juntar(9173, 8040);
juntar(288, 2543);
juntar(4313, 4968);
juntar(1489, 7513);
juntar(5561, 3501);
juntar(6234, 273);
juntar(480, 9687);
juntar(2202, 6468);
juntar(5889, 773);
juntar(6859, 8226);
juntar(3666, 7830);
juntar(1129, 9718);
juntar(733, 2905);
juntar(8060, 46);
juntar(228, 6796);
juntar(4608, 7408);
juntar(9423, 3679);
juntar(7094, 8802);
juntar(8778, 1825);
juntar(8638, 7654);
juntar(5670, 5421);
juntar(9935, 7722);
juntar(5803, 1119);
juntar(3078, 5379);
juntar(5075, 4342);
juntar(1868, 3937);
juntar(4768, 4621);
juntar(979, 3093);
juntar(3329, 6271);
juntar(720, 3727);
juntar(8725, 546);
juntar(3697, 3344);
juntar(6370, 8135);
juntar(4650, 231);
juntar(8974, 6265);
juntar(4962, 5063);
juntar(6303, 3033);
juntar(8907, 7117);
juntar(4812, 2654);
juntar(9557, 8539);
juntar(9370, 9246);
juntar(8475, 4159);
juntar(1916, 3493);
juntar(4780, 6237);
juntar(4746, 6063);
juntar(6015, 3233);
juntar(9383, 4036);
juntar(5342, 9196);
juntar(5468, 1735);
juntar(7020, 5678);
juntar(7987, 5336);
juntar(4885, 1235);
juntar(5272, 1449);
juntar(6594, 4514);
juntar(4679, 3432);
juntar(9757, 5677);
juntar(7642, 5638);
juntar(4779, 7497);
juntar(866, 5012);
juntar(3227, 1843);
juntar(5836, 1507);
juntar(9824, 9470);
juntar(4523, 3631);
juntar(809, 1021);
juntar(5208, 3107);
juntar(1340, 5010);
juntar(8661, 3108);
juntar(9832, 4145);
juntar(1588, 7819);
juntar(7719, 4827);
juntar(1198, 7182);
juntar(8950, 5914);
juntar(2030, 9593);
juntar(4765, 1900);
juntar(3775, 7050);
juntar(5740, 2567);
juntar(6703, 1802);
juntar(4930, 5833);
juntar(9550, 875);
juntar(3054, 3060);
juntar(3220, 5057);
juntar(9073, 6394);
juntar(2507, 1864);
juntar(7294, 5839);
juntar(7192, 7827);
juntar(5159, 9724);
juntar(3328, 4027);
juntar(4263, 5977);
juntar(5304, 235);
juntar(817, 3192);
juntar(9366, 7219);
juntar(777, 9865);
juntar(9683, 3864);
juntar(9157, 7362);
juntar(8740, 5547);
juntar(2672, 7203);
juntar(4874, 2931);
juntar(9773, 6063);
juntar(1125, 5773);
juntar(2403, 2517);
juntar(1185, 4680);
juntar(9341, 8029);
juntar(238, 4793);
juntar(1872, 914);
juntar(712, 9353);
juntar(8723, 6091);
juntar(5593, 7796);
juntar(8662, 5330);
juntar(4823, 2568);
juntar(6002, 2391);
juntar(3535, 1219);
juntar(6344, 4958);
juntar(4388, 5489);
juntar(7343, 601);
juntar(118, 7081);
juntar(2009, 7124);
juntar(6554, 610);
juntar(119, 8622);
juntar(842, 7811);
juntar(6701, 7304);
juntar(4341, 3520);
juntar(5190, 7737);
juntar(4811, 3159);
juntar(6909, 4530);
juntar(7858, 3495);
juntar(7773, 6696);
juntar(3333, 3310);
juntar(7785, 1904);
juntar(8428, 8273);
juntar(8795, 1711);
juntar(5507, 4784);
juntar(1242, 4438);
juntar(9403, 859);
juntar(1163, 5839);
juntar(5842, 8229);
juntar(4616, 8969);
juntar(9962, 8714);
juntar(7850, 3717);
juntar(1439, 9720);
juntar(8039, 3350);
juntar(690, 8176);
juntar(1222, 149);
juntar(8778, 9648);
juntar(1190, 4661);
juntar(2212, 9476);
juntar(5508, 3498);
juntar(2650, 5813);
juntar(2593, 8658);
juntar(677, 181);
juntar(6840, 7374);
juntar(2273, 9815);
juntar(7128, 5193);
juntar(6391, 7434);
juntar(7771, 6592);
juntar(2126, 8352);
juntar(9905, 6825);
juntar(4369, 1835);
juntar(5680, 5865);
juntar(7552, 3519);
juntar(7182, 351);
juntar(8114, 8310);
juntar(6991, 2234);
juntar(7655, 8718);
juntar(7486, 3489);
juntar(397, 1831);
juntar(1603, 4679);
juntar(537, 9266);
juntar(8586, 1426);
juntar(7337, 8323);
juntar(4466, 6920);
juntar(8417, 9324);
juntar(8514, 477);
juntar(4567, 3633);
juntar(3692, 1857);
juntar(2666, 9231);
juntar(1261, 8560);
juntar(6769, 5877);
juntar(7141, 8643);
juntar(1296, 9846);
juntar(342, 4733);
juntar(4384, 9061);
juntar(1874, 5862);
juntar(3950, 3012);
juntar(5875, 2506);
juntar(3761, 8284);
juntar(3406, 6784);
juntar(1921, 9734);
juntar(3350, 4160);
juntar(9559, 9411);
juntar(4151, 5180);
juntar(3249, 165);
juntar(4747, 5802);
juntar(674, 8536);
juntar(3002, 2673);
juntar(5431, 2025);
juntar(5161, 5376);
juntar(3487, 9115);
juntar(427, 1090);
juntar(780, 6527);
juntar(613, 8363);
juntar(8723, 7101);
juntar(6024, 5813);
juntar(1974, 3434);
juntar(5196, 8389);
juntar(704, 6939);
juntar(7935, 8588);
juntar(7844, 9335);
juntar(8231, 2481);
juntar(294, 3774);
juntar(6027, 768);
juntar(1919, 5744);
juntar(4589, 3177);
juntar(5317, 9722);
juntar(3274, 488);
juntar(8789, 6129);
juntar(3850, 2240);
juntar(4741, 4556);
juntar(2232, 9713);
juntar(5809, 3471);
juntar(6454, 3186);
juntar(5417, 3654);
juntar(6038, 9677);
juntar(192, 2444);
juntar(7521, 2354);
juntar(2661, 8575);
juntar(5836, 5650);
juntar(4030, 2836);
juntar(1492, 751);
juntar(8466, 8091);
juntar(9051, 4540);
juntar(2273, 3293);
juntar(3264, 1402);
juntar(3641, 50);
juntar(5423, 1289);
juntar(1216, 7010);
juntar(3970, 9412);
juntar(2655, 6909);
juntar(208, 2545);
juntar(7530, 3440);
juntar(2088, 4495);
juntar(2485, 288);
juntar(6475, 8589);
juntar(370, 2659);
juntar(3027, 8164);
juntar(9247, 2402);
juntar(903, 6992);
juntar(1606, 1455);
juntar(2858, 345);
juntar(8914, 4723);
juntar(9987, 3970);
juntar(1717, 2771);
juntar(4356, 2607);
juntar(890, 6714);
juntar(6080, 1932);
juntar(1377, 2572);
juntar(6017, 7756);
juntar(5750, 9997);
juntar(5179, 4180);
juntar(1287, 777);
juntar(7216, 8017);
juntar(913, 5807);
juntar(865, 245);
juntar(5276, 5318);
juntar(5158, 6519);
juntar(565, 6072);
juntar(1317, 7836);
juntar(4221, 958);
juntar(1811, 9328);
juntar(8590, 981);
juntar(8813, 9879);
juntar(828, 6949);
juntar(1450, 7733);
juntar(5821, 8390);
juntar(3629, 7619);
juntar(7798, 143);
juntar(2014, 3032);
juntar(5391, 2916);
juntar(6751, 3263);
juntar(4430, 2660);
juntar(5911, 8531);
juntar(2472, 5067);
juntar(8322, 8143);
juntar(9199, 5694);
juntar(8444, 5988);
juntar(7197, 3269);
juntar(1223, 4874);
juntar(8342, 3594);
juntar(4536, 6226);
juntar(2050, 4128);
juntar(1711, 4479);
juntar(2993, 4781);
juntar(6890, 6146);
juntar(7507, 8796);
juntar(1537, 1971);
juntar(9914, 8638);
juntar(1278, 6863);
juntar(2232, 5777);
juntar(8434, 6349);
juntar(3346, 9948);
juntar(7096, 190);
juntar(6605, 3027);
juntar(4415, 3501);
juntar(8036, 5003);
juntar(3876, 3200);
juntar(873, 4714);
juntar(3780, 2983);
juntar(5962, 5965);
juntar(6889, 3091);
juntar(1718, 466);
juntar(5244, 2153);
juntar(1814, 2600);
juntar(7537, 7084);
juntar(3524, 7482);
juntar(5116, 3637);
juntar(4748, 2970);
juntar(6663, 4571);
juntar(3140, 8340);
juntar(924, 4594);
juntar(6475, 7199);
juntar(1472, 1255);
juntar(9420, 9862);
juntar(7414, 8780);
juntar(8205, 902);
juntar(9212, 7489);
juntar(1338, 886);
juntar(9327, 4856);
juntar(1496, 7385);
juntar(3278, 5561);
juntar(954, 9298);
juntar(7879, 6942);
juntar(547, 221);
juntar(9917, 3134);
juntar(36, 1171);
juntar(346, 5888);
juntar(5963, 292);
juntar(6176, 2582);
juntar(1615, 7368);
juntar(4680, 2225);
juntar(2547, 3916);
juntar(2283, 8436);
juntar(268, 5457);
juntar(3557, 4286);
juntar(6149, 1136);
juntar(4100, 7675);
juntar(7413, 7291);
juntar(4784, 7479);
juntar(7108, 5805);
juntar(3829, 89);
juntar(416, 5105);
juntar(7472, 3165);
juntar(332, 1532);
juntar(9633, 8429);
juntar(6779, 1476);
juntar(5888, 8146);
juntar(4560, 124);
juntar(7326, 589);
juntar(7222, 1012);
juntar(5405, 8214);
juntar(5825, 1602);
juntar(9806, 8533);
juntar(3931, 4102);
juntar(7457, 1762);
juntar(2685, 7402);
juntar(2392, 1189);
juntar(2770, 5595);
juntar(2925, 1906);
juntar(3239, 869);
juntar(4731, 1063);
juntar(736, 3749);
juntar(5855, 8126);
juntar(6472, 1626);
juntar(2433, 6760);
juntar(2459, 7309);
juntar(1928, 873);
juntar(2978, 2945);
juntar(4104, 6178);
juntar(2027, 1059);
juntar(8594, 5136);
juntar(2588, 3698);
juntar(1941, 7573);
juntar(8933, 2706);
juntar(6293, 1445);
juntar(8948, 9006);
juntar(6547, 8233);
juntar(9416, 6440);
juntar(2663, 5278);
juntar(3588, 6178);
juntar(9139, 2994);
juntar(7009, 1030);
juntar(4155, 8357);
juntar(4508, 5051);
juntar(6804, 7306);
juntar(8566, 2804);
juntar(1977, 7798);
juntar(6844, 4317);
juntar(8978, 2095);
juntar(4562, 6357);
juntar(1766, 1614);
juntar(5630, 7959);
juntar(5796, 136);
juntar(4956, 8355);
juntar(8917, 1517);
juntar(3204, 8379);
juntar(1492, 6168);
juntar(4403, 2269);
juntar(3969, 6524);
juntar(6302, 5330);
juntar(8513, 5477);
juntar(3110, 4404);
juntar(4977, 3325);
juntar(372, 2253);
juntar(494, 8170);
juntar(2119, 4067);
juntar(6268, 1896);
juntar(1147, 4114);
juntar(4776, 8872);
juntar(4308, 3230);
juntar(5509, 7336);
juntar(6023, 3351);
juntar(7630, 4069);
juntar(4901, 3530);
juntar(3495, 1397);
juntar(273, 3029);
juntar(7833, 1827);
juntar(7773, 977);
juntar(3570, 9698);
juntar(5639, 8800);
juntar(6787, 1109);
juntar(6343, 1200);
juntar(92, 3078);
juntar(1347, 3777);
juntar(5818, 416);
juntar(336, 594);
juntar(7874, 4084);
juntar(72, 2920);
juntar(3845, 7988);
juntar(2218, 1221);
juntar(6981, 2062);
juntar(3901, 6035);
juntar(1059, 8283);
juntar(9575, 9808);
juntar(9841, 2828);
juntar(7835, 988);
juntar(6790, 1954);
juntar(2234, 3705);
juntar(40, 1396);
juntar(856, 1242);
juntar(2231, 9074);
juntar(5428, 9142);
juntar(4751, 8740);
juntar(7117, 4299);
juntar(1166, 7807);
juntar(2759, 9646);
juntar(5186, 6068);
juntar(2278, 180);
juntar(4375, 3273);
juntar(5293, 4968);
juntar(1998, 2580);
juntar(2531, 1509);
juntar(5891, 3822);
juntar(5532, 3366);
juntar(5049, 5189);
juntar(6363, 9336);
juntar(1750, 4452);
